"imagen_id","respuesta","cara_peor","brillo_medio","contraste_global","area_objeto","rugosidad_superficial","variacion_color_verde"
"img_0281","Conforme",1,0.942888573572495,0.124954548800986,11492,0.0432538610151322,0.0432581868338156
"img_0282","Conforme",1,0.94355546555463,0.124268610085329,11376,0.0434705524197487,0.0434748999097397
"img_0283","Conforme",1,0.947847902096019,0.120422313838314,10500,0.0432608486605725,0.0432651751780904
"img_0284","Conforme",1,0.948031108919031,0.120150846182007,10478,0.0432505584051083,0.0432548838934976
"img_0285","No conforme",2,0.901541330512552,0.180973948845064,19731,0.216733372671878,0.216755048176696
"img_0286","No conforme",1,0.949530987638586,0.12835225245939,9556,0.105143985172606,0.105154500622668
"img_0287","Conforme",1,0.9454899668615,0.122627606836984,10971,0.0432627836736864,0.0432671103847249
"img_0288","Conforme",1,0.953335670417337,0.115020367527528,9394,0.0435075446741524,0.0435118958637387
"img_0289","Conforme",1,0.94269088730756,0.125114218325067,11534,0.0432871031894418,0.0432914323326751
"img_0290","No conforme",0,0.905030876016056,0.173992505844011,19561,0.207363827817159,0.207384566273787
"img_0291","No conforme",1,0.940847032093721,0.135737957246933,11290,0.0984334542840221,0.0984432986138835
"img_0292","Conforme",1,0.949220277961282,0.119194145748469,10212,0.0433214889876236,0.0433258215697806
"img_0293","Conforme",1,0.947557535436294,0.120720884907166,10557,0.0435335768569399,0.0435379306500049
"img_0294","Conforme",1,0.943418389515596,0.124472138642499,11390,0.0434162496876488,0.0434205917468235
"img_0295","Conforme",1,0.947517746887207,0.120795911011239,10560,0.0436170398596677,0.0436214019998677
"img_0296","Conforme",1,0.945949240399529,0.122217054514689,10880,0.0435524056576513,0.0435567613337847
"img_0297","No conforme",1,0.938034131254308,0.141075484709439,11651,0.111262612910943,0.111273740284972
"img_0298","Conforme",1,0.949726938763787,0.118554055635451,10132,0.043275357588355,0.0432796855569107
"img_0299","Conforme",1,0.940049765301873,0.127185264476717,12089,0.0428800887271442,0.0428843771648607
"img_0300","Conforme",1,0.942915617819393,0.125016427744292,11473,0.0432433775696039,0.0432477023398379
"img_0301","Conforme",1,0.949916308324477,0.118479381834617,10080,0.0435848751092395,0.0435892340326428
"img_0302","No conforme",1,0.949565869930492,0.120336148346695,9949,0.0462908893771752,0.0462955189290681
"img_0303","Conforme",1,0.94712333167581,0.121080455207663,10650,0.0433597358461955,0.0433640722534209
"img_0304","Conforme",1,0.94034234576057,0.127085749470908,12012,0.0433892425078004,0.0433935818659869
"img_0305","No conforme",1,0.934922666715734,0.143915434393903,12259,0.112387036903975,0.112398276731648
"img_0306","Conforme",1,0.953061338842055,0.115318060003735,9447,0.0434891348392114,0.0434934841876302
"img_0307","Conforme",1,0.944065117977367,0.123975871650669,11247,0.0432857425508259,0.0432900715579817
"img_0308","Conforme",1,0.945039668184168,0.123073915872173,11055,0.0432040701907211,0.0432083910298241
"img_0309","Conforme",1,0.9511218714456,0.117558801711981,9798,0.0436383579493749,0.043642722221597
"img_0310","Conforme",1,0.939467476339901,0.127790653042421,12191,0.0433472618552941,0.0433515970149956
"img_0311","No conforme",1,0.945608315357881,0.126938857512901,10550,0.0682858040968017,0.0682926333601377
"img_0312","Conforme",1,0.944232888039982,0.123613302539944,11247,0.0433214016994257,0.043325734272853
"img_0313","Conforme",1,0.945333864117791,0.122724035306281,11011,0.0434358281568656,0.043440172174083
"img_0314","No conforme",2,0.917174580526913,0.185278663938718,11004,0.0496380539372844,0.0496430182391083
"img_0315","Conforme",1,0.946857974961225,0.121380281413082,10695,0.0433270384217076,0.0433313715588634
"img_0316","Conforme",1,0.934074063720703,0.132071643439655,13272,0.0432882193543569,0.0432925486092178
"img_0317","Conforme",1,0.941489991113999,0.126081241712325,11786,0.0432942064968932,0.0432985363505282
"img_0318","Conforme",1,0.952414849709903,0.115981388621088,9576,0.043361066561343,0.0433654031016532
"img_0319","Conforme",1,0.948254762447581,0.119918547208436,10437,0.0433607810086796,0.0433651175204317
"img_0320","Conforme",1,0.941663205925437,0.125874881731164,11760,0.0432427659012752,0.0432470906103363
"img_0321","Conforme",1,0.941418252060834,0.126343476149358,11766,0.0430488072487814,0.0430531125600374
"img_0322","No conforme",2,0.91153501739502,0.1690489911485,18828,0.211322935951444,0.21134407035848
"img_0323","Conforme",1,0.938419392107795,0.128651895534338,12403,0.0435285039508948,0.0435328572366184
"img_0324","No conforme",1,0.944218408598058,0.136254401431927,10392,0.115436837781865,0.115448382620127
"img_0325","No conforme",0,0.915381642689424,0.166884917950556,18179,0.215305700619198,0.215327233342533
"img_0326","No conforme",2,0.884249705738741,0.198013091671903,21393,0.218759633729487,0.218781511880675
"img_0327","No conforme",1,0.943888373054055,0.125961313786704,11036,0.0470540089939161,0.0470587148654026
"img_0328","Conforme",1,0.945687593294031,0.122539021150719,10920,0.043574584656713,0.0435789425509681
"img_0329","No conforme",1,0.950812777243221,0.118896401859857,9728,0.0459148317786222,0.0459194237209943
"img_0330","Conforme",1,0.935011996495864,0.131298854215398,13090,0.0430212625727215,0.0430255651292344
"img_0331","Conforme",1,0.94267670702766,0.125165351368862,11534,0.0436270797009113,0.0436314428451958
"img_0332","Conforme",1,0.952460202672622,0.115825025352801,9581,0.0431084696533951,0.0431127809314883
"img_0333","Conforme",1,0.954680104549632,0.113763571445282,9100,0.0433038858160752,0.043308216637739
"img_0334","Conforme",1,0.94233446567311,0.125498351956707,11592,0.0431095610342773,0.0431138724215194
"img_0335","No conforme",1,0.936618496560489,0.138779135590314,12170,0.0956617464097171,0.0956713135410712
"img_0336","No conforme",2,0.904576688232422,0.193506993485093,12934,0.0498225102857702,0.0498274930350737
"img_0337","No conforme",1,0.934254458420697,0.134591569670097,12848,0.0475152194761758,0.0475199714733231
"img_0338","No conforme",1,0.939154313534007,0.136965307360757,11643,0.0972132000397297,0.0972229223319629
"img_0339","Conforme",1,0.953518697743135,0.114980846019654,9333,0.043203814626002,0.0432081354395459
"img_0340","No conforme",0,0.905487277598661,0.19902983801284,12168,0.052777532365453,0.0527828106465176
"img_0341","Conforme",1,0.948784997217515,0.119661131967863,10293,0.0434039449705475,0.0434082857991274
"img_0342","Conforme",1,0.932503582763672,0.13317910122815,13600,0.0433667369616412,0.0433710740690481
"img_0343","Conforme",1,0.946402052037856,0.121804223785731,10787,0.0433943545251555,0.043398694394595
"img_0344","No conforme",0,0.907263342698041,0.179356787006881,18615,0.225455809277067,0.225478357112778
"img_0345","No conforme",1,0.939629741821289,0.140758687152603,11262,0.115868318341912,0.115879906332546
"img_0346","Conforme",1,0.945366412945916,0.122831498865111,10988,0.0439534986357749,0.0439578944252174
"img_0347","Conforme",1,0.941302356693043,0.126229785034495,11826,0.0433447448339924,0.0433490797419666
"img_0348","Conforme",1,0.948945946386001,0.119272298907225,10296,0.0434036585166918,0.0434079993166235
"img_0349","Conforme",1,0.937541112240062,0.129335230223021,12580,0.0431877385112183,0.04319205771699
"img_0350","No conforme",1,0.936105732852711,0.133920959333058,12640,0.0684494335020326,0.0684562791299456
"img_0351","No conforme",0,0.908256799944709,0.176931944397377,18839,0.222443881251319,0.222466127864105
"img_0352","No conforme",2,0.912849595157399,0.188656591391518,11636,0.0524921983141411,0.052497448058947
"img_0353","No conforme",1,0.934177394283519,0.132862035544457,13124,0.0447978991634559,0.0448023794013961
"img_0354","Conforme",1,0.944162943958956,0.123756630406195,11248,0.0432825861011773,0.0432869147926566
"img_0355","No conforme",1,0.948364136083266,0.133813958914782,9498,0.124214160737151,0.124226583395491
"img_0356","No conforme",1,0.931554401496438,0.142210454425073,13218,0.0927466482391364,0.0927559238315195
"img_0357","Conforme",1,0.939891329094382,0.127533158153672,12090,0.0432729298377443,0.0432772575635006
"img_0358","Conforme",1,0.951249194802677,0.117116213282427,9815,0.0431484015450565,0.0431527168167382
"img_0359","Conforme",1,0.936819772769704,0.12996383997027,12719,0.0434662891698103,0.0434706362334337
"img_0360","Conforme",1,0.952785391791849,0.115530429430008,9514,0.0436161788123465,0.0436205408664332
"img_0361","No conforme",1,0.935365845336914,0.133741841716575,12632,0.0480310310169981,0.0480358346004582
"img_0362","No conforme",1,0.935323543826832,0.143931897907483,12123,0.112544821062994,0.112556076670661
"img_0363","No conforme",1,0.945220900537827,0.132122703253221,10420,0.101620105338575,0.101630268365412
"img_0364","No conforme",1,0.950774364839442,0.122561425147682,9600,0.0809338851867588,0.0809419793846973
"img_0365","No conforme",2,0.910156059965246,0.173063957504014,18637,0.217261298154059,0.217283026456704
"img_0366","Conforme",1,0.953437923996869,0.114912001260902,9372,0.0432831780174765,0.0432875067681533
"img_0367","No conforme",0,0.884072721485811,0.192033314471859,21975,0.205373299880209,0.205393839264136
"img_0368","Conforme",1,0.939862489875345,0.127419620821284,12118,0.0432789221953122,0.0432832505203642
"img_0369","No conforme",1,0.942007122587316,0.134634260580912,11090,0.0993941595426981,0.0994040999526934
"img_0370","No conforme",1,0.938444581550149,0.129822506230788,12226,0.0454587672746321,0.0454633136059927
"img_0371","Conforme",1,0.939991129545324,0.127365021363103,12087,0.0436040889511843,0.0436084497961639
"img_0372","Conforme",1,0.93608263754452,0.130471814120355,12877,0.0432774755380736,0.0432818037184455
"img_0373","Conforme",1,0.95360964299819,0.114697819876794,9344,0.0434587216470261,0.0434630679538215
"img_0374","No conforme",2,0.90018624621223,0.1880338471997,19360,0.229981407964163,0.230004408405004
"img_0375","Conforme",1,0.934460401557473,0.131851088599562,13182,0.043270679539812,0.043275007040516
"img_0376","Conforme",1,0.944403948884852,0.123670834406588,11178,0.0431323743232935,0.0431366879920927
"img_0377","No conforme",1,0.947634599573472,0.123933300852987,10256,0.0637266185754911,0.0637329918746786
"img_0378","Conforme",1,0.955174978368422,0.113081581314013,9024,0.0434874603602814,0.0434918095412355
"img_0379","Conforme",1,0.940356226878447,0.127084003706371,12008,0.0434266095304209,0.0434309526256834
"img_0380","Conforme",1,0.934798873470531,0.13153867189577,13120,0.0430042113603048,0.0430085122115259
"img_0381","Conforme",1,0.950373846722771,0.118042653085873,9984,0.0433305858299975,0.0433349193219297
"img_0382","Conforme",1,0.951153403122846,0.117458884525797,9798,0.0431769259863787,0.0431812441107898
"img_0383","Conforme",1,0.945667250276453,0.122484406448918,10934,0.0434216235603958,0.0434259661570115
"img_0384","Conforme",1,0.941208898476993,0.12643314530893,11826,0.0434467017033677,0.0434510468080485
"img_0385","Conforme",1,0.940382672801298,0.127090434371199,11999,0.0435163543491841,0.0435207064198261
"img_0386","Conforme",1,0.943367711468865,0.124586711368481,11390,0.0435028603817242,0.0435072111028345
"img_0387","Conforme",1,0.942715837420295,0.125333249698988,11492,0.0433866795961235,0.0433910186979933
"img_0388","Conforme",1,0.95011537073472,0.11822738184581,10048,0.0435265668044802,0.0435309198964699
"img_0389","Conforme",1,0.949959327823414,0.118411828117735,10074,0.0434475613234394,0.0434519065140908
"img_0390","Conforme",1,0.940420666378246,0.126947050474714,12008,0.0433888706544887,0.0433932099754862
"img_0391","No conforme",2,0.886386081578872,0.197444830791436,21078,0.221775801056285,0.22179798085437
"img_0392","No conforme",1,0.934516165358599,0.132889219841551,13013,0.0451285336081345,0.0451330469128257
"img_0393","Conforme",1,0.939725234339097,0.127719044943226,12118,0.0435070087806687,0.0435113599166604
"img_0394","Conforme",1,0.940375911739574,0.127034906018084,12008,0.0432989527597379,0.0433032830880467
"img_0395","No conforme",2,0.896310961196002,0.186967622204445,20214,0.219026769417001,0.219048674284429
"img_0396","Conforme",1,0.950200751576143,0.118456518533754,9983,0.0433847959796478,0.0433891348931371
"img_0397","No conforme",1,0.940241707655963,0.128400688196805,11860,0.0457442729799367,0.0457488478647232
"img_0398","Conforme",1,0.954447296663172,0.113810543684444,9176,0.0433723344373674,0.0433766721045779
"img_0399","Conforme",1,0.948936313368853,0.119291665452105,10296,0.0433561626797437,0.0433604987296166
"img_0400","No conforme",2,0.886486061527028,0.196702064829257,21204,0.221057776954701,0.221079884943195
"img_0401","Conforme",1,0.950402805606618,0.117886447355355,9996,0.0431839269434001,0.0431882457679769
"img_0402","Conforme",1,0.940639712811638,0.126704045156844,11972,0.0432438882563419,0.0432482130776497
"img_0403","No conforme",1,0.943676087682387,0.132859691936715,10553,0.0856582439782363,0.0856668106593022
"img_0404","Conforme",1,0.944884522758933,0.12314855405026,11100,0.0436004743168987,0.0436048348003788
"img_0405","No conforme",2,0.911919320930032,0.174250937159429,18253,0.224709850828474,0.22473232406088
"img_0406","No conforme",2,0.893123928330365,0.193112771722216,20266,0.226236124251251,0.226258750126263
"img_0407","Conforme",1,0.938648789547191,0.128585365180744,12337,0.0434889912373285,0.0434933405713856
"img_0408","Conforme",1,0.951586529900046,0.116779536800219,9750,0.043527783405159,0.0435321366188209
"img_0409","Conforme",1,0.947374747440114,0.120961826963724,10582,0.0434012917695474,0.0434056323327807
"img_0410","No conforme",1,0.929757993379481,0.136840769835218,13904,0.0463237912244482,0.0463284240668549
"img_0411","Conforme",1,0.954893347239775,0.113529800109463,9060,0.0435477612606704,0.0435521164723177
"img_0412","Conforme",1,0.950194947832893,0.1180613521714,10044,0.043390563838499,0.0433949033288318
"img_0413","No conforme",1,0.941918929622874,0.128893308837481,11260,0.048762382027861,0.0487672587537364
"img_0414","Conforme",1,0.948888626942354,0.119437613356256,10292,0.0435341808292809,0.0435385346827492
"img_0415","Conforme",1,0.952046341929716,0.116442063826845,9636,0.0431742474738051,0.0431785653303381
"img_0416","No conforme",1,0.930550413746553,0.137874633109528,13750,0.0653457723175408,0.0653523075482956
"img_0417","No conforme",0,0.907517809914982,0.175989972873511,18975,0.218259104677704,0.218280932770981
"img_0418","No conforme",2,0.909671058493221,0.174668096927504,18521,0.22001991569976,0.220041919891749
"img_0419","No conforme",1,0.939123918672449,0.136978248636744,11653,0.0972955532442115,0.0973052837725888
"img_0420","Conforme",1,0.938829782571232,0.128294600197799,12320,0.0431161337128682,0.043120445757444
"img_0421","Conforme",1,0.951458668051327,0.117061754535664,9750,0.0431562666308404,0.0431605826891093
"img_0422","No conforme",1,0.939009040455538,0.136994323958581,11690,0.0973079326538739,0.0973176644203159
"img_0423","Conforme",1,0.952804897155762,0.115531146736704,9504,0.0432351235549999,0.0432394474997498
"img_0424","Conforme",1,0.950001629333496,0.118464677427816,10050,0.0432806602393086,0.0432849887381824
"img_0425","Conforme",1,0.939217017894072,0.128019809578553,12240,0.0435768318649616,0.04358118998396
"img_0426","Conforme",1,0.951751368174833,0.116499766475263,9729,0.0429580613475045,0.0429623575832628
"img_0427","No conforme",1,0.946161406106388,0.12302760208725,10702,0.0455718853912691,0.0455764430355727
"img_0428","Conforme",1,0.94707911552878,0.121184044328104,10647,0.0430949385891781,0.0430992485140295
"img_0429","Conforme",1,0.94342862085679,0.124298045553884,11410,0.0430023484287837,0.043006649093693
"img_0430","Conforme",1,0.944643876827464,0.123311703445091,11154,0.0433150150239414,0.0433193469586373
"img_0431","No conforme",0,0.883057245914235,0.202585112964618,21255,0.226631064029665,0.226653729402605
"img_0432","No conforme",0,0.904036640948127,0.176856014689602,19524,0.212193769215315,0.212214990714386
"img_0433","Conforme",1,0.936017240726246,0.130638186783172,12870,0.0431710310613113,0.0431753485961709
"img_0434","No conforme",2,0.901966978239172,0.186257274038302,19193,0.22986116539449,0.229884153809871
"img_0435","Conforme",1,0.945987174144072,0.122185299016197,10872,0.0435622464736854,0.0435666031339988
"img_0436","No conforme",1,0.937765364092658,0.137998822190109,11930,0.0965200995570751,0.0965297525323283
"img_0437","Conforme",1,0.951172549492331,0.117262184456037,9821,0.0432531032690534,0.0432574290119546
"img_0438","Conforme",1,0.942344158522662,0.125262006395303,11627,0.0431952432634737,0.0431995632197956
"img_0439","No conforme",2,0.911587789575913,0.167408299336909,18863,0.206946568598331,0.206967265324863
"img_0440","Conforme",1,0.949618163452148,0.11874845393755,10140,0.0432045498207581,0.0432088707078289
"img_0441","No conforme",1,0.944923114659926,0.135976866235506,10236,0.117620396569361,0.117632159785339
"img_0442","No conforme",1,0.938612710607192,0.129321358329461,12244,0.0448152847006111,0.0448197666772789
"img_0443","No conforme",1,0.943425629236558,0.131931922839238,10660,0.0779191388124038,0.0779269315055544
"img_0444","Conforme",1,0.944335321116728,0.123560880483597,11218,0.0430754786711532,0.0430797866498182
"img_0445","No conforme",1,0.93934589689367,0.129433535688159,11996,0.0460001759058376,0.0460047763834759
"img_0446","Conforme",1,0.943947786631865,0.123970706801047,11288,0.0433189259938637,0.0433232583196957
"img_0447","No conforme",0,0.892808132898667,0.184690762610868,21018,0.205947728382978,0.2059683252155
"img_0448","Conforme",1,0.945261945567411,0.122848444474066,11016,0.0434071072724601,0.0434114484173018
"img_0449","No conforme",1,0.944539349616556,0.128146041830737,10865,0.0776510394467912,0.0776588053273239
"img_0450","Conforme",1,0.938386185123219,0.128709290078738,12400,0.0430722040253834,0.043076511676551
"img_0451","Conforme",1,0.94908374041389,0.119258356599771,10251,0.0434810295386419,0.0434853780764495
"img_0452","Conforme",1,0.946082965823903,0.122004479422426,10863,0.0431118030208848,0.043116114632348
"img_0453","No conforme",1,0.946924089768354,0.122494919935442,10525,0.0457644906386842,0.0457690675454387
"img_0454","Conforme",1,0.937591850119198,0.129365138810801,12558,0.043161053874154,0.0431653704111951
"img_0455","No conforme",0,0.891804803305233,0.19110964239948,20652,0.218752128263302,0.218774005663868
"img_0456","No conforme",1,0.943548465163287,0.128835619542718,11088,0.0770748714137031,0.0770825796716703
"img_0457","Conforme",1,0.943519566111845,0.124446317176714,11360,0.0434440408754222,0.0434483857139936
"img_0458","No conforme",1,0.942425051933737,0.132648733640322,10873,0.0771740002529378,0.0771817184247802
"img_0459","No conforme",1,0.932709466068043,0.141610261991757,12953,0.0934572884767873,0.0934666351403013
"img_0460","No conforme",1,0.927459531555176,0.151957205357817,13066,0.100596613713681,0.100606674381119
"img_0461","No conforme",1,0.939588158300063,0.132100502053249,11884,0.0753030613809585,0.0753105924402026
"img_0462","No conforme",1,0.942548546016917,0.129735154795004,11281,0.0766743342080129,0.0766820024082538
"img_0463","No conforme",1,0.927923531853171,0.138455700329729,14216,0.0464301373029933,0.0464347807810714
"img_0464","Conforme",1,0.943744416288488,0.124193122862643,11323,0.0434000271106846,0.0434043675474393
"img_0465","Conforme",1,0.942192303879682,0.125496567775419,11644,0.043492855792304,0.0434972055128553
"img_0466","Conforme",1,0.941503991896685,0.126214426585113,11760,0.0432865353808475,0.0432908644672942
"img_0467","No conforme",1,0.947458213644589,0.125531109297749,10285,0.0791901715939124,0.0791980914030527
"img_0468","Conforme",1,0.944072956022375,0.123945069712583,11248,0.0431626813146367,0.0431669980144381
"img_0469","Conforme",1,0.938122443883559,0.128772341136178,12480,0.0433110012768139,0.0433153328100949
"img_0470","Conforme",1,0.93454105563893,0.13158979324314,13200,0.0433572237830311,0.043361559939025
"img_0471","No conforme",1,0.932788983333812,0.138121025752854,12870,0.0573801253674664,0.0573858639538618
"img_0472","No conforme",1,0.922945774949018,0.147335919606969,14653,0.0715131770610416,0.071520329093951
"img_0473","Conforme",1,0.951401647769703,0.11708814792843,9768,0.0434024340777646,0.0434067747552401
"img_0474","No conforme",2,0.901217338041418,0.183629729953821,19514,0.221711477520988,0.221733650886076
"img_0475","No conforme",1,0.938128367291619,0.131528320697723,12146,0.0533099522024003,0.0533152837307733
"img_0476","Conforme",1,0.940383809616986,0.127058129486809,12000,0.0431367198831495,0.0431410339865481
"img_0477","No conforme",1,0.937860377951229,0.142157742642875,11600,0.114303667131473,0.114315098641337
"img_0478","Conforme",1,0.947470898114373,0.120791767855981,10575,0.0434175043918514,0.0434218465765091
"img_0479","Conforme",1,0.946200177504596,0.12208360513236,10812,0.0432609158938088,0.0432652424180506
"img_0480","No conforme",2,0.900893465235093,0.182984420104953,19634,0.219350079195997,0.219372016397637
"img_0481","No conforme",1,0.934092432268928,0.143587583668765,12455,0.106630270190228,0.106640934283657
"img_0482","No conforme",2,0.89734953207577,0.201028880430095,13666,0.0487582623694157,0.0487631386832841
"img_0483","No conforme",1,0.940561212696749,0.128373986486179,11763,0.0462209457809151,0.0462255683377489
"img_0484","Conforme",1,0.944114120716768,0.123859828480718,11247,0.0431267924488501,0.043131105559406
"img_0485","No conforme",1,0.954330802971335,0.119070202542789,8883,0.0830107617803711,0.0830190636867398
"img_0486","Conforme",1,0.957292267671473,0.110741503547668,8601,0.0433133030976684,0.0433176348611545
"img_0487","Conforme",1,0.939540651370778,0.12777756346225,12168,0.0432832973380765,0.0432876261006866
"img_0488","No conforme",1,0.935413711260627,0.1396975780031,12410,0.0951169920651534,0.0951265047156249
"img_0489","No conforme",1,0.939989214908375,0.136115891747704,11488,0.0967452359008639,0.0967549113920031
"img_0490","No conforme",1,0.935853539267147,0.135154443301807,12605,0.0735898723689733,0.0735972320921825
"img_0491","No conforme",1,0.946933782617906,0.135144729886582,9767,0.122741958164868,0.122754233588226
"img_0492","Conforme",1,0.948759269283519,0.119678344052584,10296,0.0430183748780428,0.0430226771457574
"img_0493","No conforme",1,0.944240666252585,0.124352139531048,11144,0.044887393568076,0.0448918827563516
"img_0494","Conforme",1,0.950605158799115,0.117790659928241,9940,0.0432097102909084,0.0432140316940778
"img_0495","Conforme",1,0.943234464703728,0.124644256204559,11424,0.0432809487932259,0.043285277320958
"img_0496","Conforme",1,0.953702921717027,0.114611364566222,9324,0.0435011776263878,0.0435055281792057
"img_0497","Conforme",1,0.95275433877384,0.115607334768284,9514,0.0436587878605755,0.0436631541759931
"img_0498","Conforme",1,0.946811305685604,0.121370442981645,10710,0.0430416693281656,0.0430459739255582
"img_0499","Conforme",1,0.948343493903665,0.119946220421335,10404,0.0435772440485025,0.0435816022087234
"img_0500","Conforme",1,0.936683414719525,0.130041430658623,12750,0.0433378571002356,0.0433421913193676
"img_0501","Conforme",1,0.941796632187787,0.125989812154686,11700,0.0435757310221036,0.0435800890310067
"img_0502","Conforme",1,0.944635320793601,0.123259202845263,11165,0.0433021102292643,0.0433064408733516
"img_0503","Conforme",1,0.932782940260943,0.133093980387464,13520,0.043068708434258,0.0430730157358316
"img_0504","Conforme",1,0.945899938498104,0.122315140392024,10880,0.0433617080169273,0.0433660446213894
"img_0505","No conforme",1,0.931931884137322,0.143889259017896,12654,0.0850900155088008,0.085098525361337
"img_0506","No conforme",0,0.893820377520393,0.205380558456331,13936,0.0492206583450707,0.0492255809031611
"img_0507","No conforme",1,0.942381194781135,0.133957039858206,11025,0.0971128773375021,0.0971225895964617
"img_0508","Conforme",1,0.944828100801356,0.123190767122218,11109,0.0432051404435187,0.0432094613896576
"img_0509","Conforme",1,0.950165689787023,0.118377463710122,10004,0.0430330066854102,0.0430373104164519
"img_0510","Conforme",1,0.952904458277085,0.115665217983025,9450,0.0432943930243785,0.0432987228966681
"img_0511","Conforme",1,0.951380526930865,0.116921445416559,9800,0.0433982671305673,0.0434026073913065
"img_0512","No conforme",1,0.946199758677763,0.130591427128226,10080,0.0879212786154975,0.0879300716226598
"img_0513","No conforme",2,0.901122384015252,0.19939220292581,13050,0.0508447695063589,0.0508498544918081
"img_0514","Conforme",1,0.94067698839973,0.126981195770988,11914,0.0431327282690581,0.0431370419732555
"img_0515","Conforme",1,0.950220137275247,0.118209094500645,10010,0.0430128531076455,0.0430171548231278
"img_0516","No conforme",2,0.887877344432158,0.196002153955959,20981,0.221949296968447,0.221971494117858
"img_0517","Conforme",1,0.948535077263327,0.119724146410344,10368,0.0431839061172225,0.0431882249397165
"img_0518","Conforme",1,0.948307175634047,0.120012467560102,10404,0.0432904063699712,0.0432947358435555
"img_0519","No conforme",0,0.907885898868336,0.177560163167164,18853,0.223653392988866,0.223675760564922
"img_0520","No conforme",0,0.912254861055262,0.192461085626911,11378,0.052408550686214,0.0524137920654206
"img_0521","No conforme",0,0.900742508078182,0.187632405109297,19319,0.230206409635958,0.230229432579216
"img_0522","Conforme",1,0.942451318359375,0.125281751416165,11592,0.043645551422035,0.0436499164136764
"img_0523","Conforme",1,0.949376560202206,0.119135135570641,10168,0.0434695697188436,0.0434739171105547
"img_0524","No conforme",1,0.943112945089901,0.132107224465853,10804,0.0822695279976462,0.0822777557732235
"img_0525","Conforme",1,0.944544076376522,0.123423300980473,11174,0.0436767937442131,0.0436811618603991
"img_0526","No conforme",1,0.949827277706371,0.12008813810783,9900,0.0467801269364621,0.0467848054170037
"img_0527","Conforme",1,0.954094644470215,0.114255508080876,9240,0.0438414545694043,0.0438458391533196
"img_0528","Conforme",1,0.94887839560116,0.11952829977844,10281,0.0434351971130394,0.0434395410671461
"img_0529","Conforme",1,0.947915572545669,0.120225160034832,10508,0.0434098415535687,0.0434141829718659
"img_0530","No conforme",1,0.933380665983312,0.136976005427668,12948,0.0632698422184455,0.0632761698354291
"img_0531","No conforme",1,0.928406499023437,0.148440725369752,13535,0.107731431086942,0.107742205307473
"img_0532","Conforme",1,0.942629618925207,0.125141554324792,11550,0.0432451765900062,0.0432495015401602
"img_0533","Conforme",1,0.941547131060432,0.12601951792019,11775,0.043132775481777,0.0431370891906961
"img_0534","Conforme",1,0.948892635713465,0.119488247596427,10281,0.0433055215558027,0.0433098525410568
"img_0535","No conforme",1,0.923194139260685,0.143069201366647,14932,0.0481652659768558,0.0481700829851543
"img_0536","No conforme",1,0.950930886409984,0.126969947258226,9293,0.106499007038903,0.106509658004704
"img_0537","No conforme",1,0.932112278837316,0.145911093161744,12480,0.0959857010457974,0.095995300575855
"img_0538","No conforme",1,0.925413502646053,0.14144115179235,14519,0.0479738187975855,0.0479786166592514
"img_0539","Conforme",1,0.938624916417739,0.128395065638787,12375,0.0434056890246228,0.0434100300276255
"img_0540","Conforme",1,0.945552013065114,0.122643911697384,10950,0.0435607713916737,0.0435651279044642
"img_0541","No conforme",0,0.900715463831284,0.186770965431836,19439,0.228306316813108,0.22832914972808
"img_0542","No conforme",1,0.94410370987836,0.125385200347514,11043,0.046135542670638,0.0461401566863067
"img_0543","Conforme",1,0.937568455648983,0.129402568479023,12561,0.043290310170656,0.0432946396346194
"img_0544","Conforme",1,0.938064346618652,0.128897485482578,12480,0.043414821294212,0.043419163210533
"img_0545","No conforme",1,0.945985139842314,0.135800022279518,9977,0.121690228330354,0.121702398570211
"img_0546","Conforme",1,0.951229809103573,0.117137328528131,9821,0.0434357564405303,0.0434401004505753
"img_0547","Conforme",1,0.944031432333553,0.124061222283275,11248,0.043593941996224,0.0435983018264066
"img_0548","No conforme",1,0.938840492571662,0.132846146303366,12013,0.0752120890271619,0.0752196109882607
"img_0549","Conforme",1,0.946175945380716,0.121990055509083,10833,0.0430721539279742,0.0430764615741316
"img_0550","No conforme",1,0.943748604556813,0.12997206471775,10748,0.0707200239567463,0.070727096666413
"img_0551","No conforme",1,0.926143398150276,0.139759445087688,14556,0.0464686520938282,0.0464732994237706
"img_0552","Conforme",1,0.952555755022834,0.115923882072599,9536,0.0434837142880055,0.0434880630943149
"img_0553","Conforme",1,0.940546194763183,0.126815940633598,11988,0.0434972665918602,0.0435016167535355
"img_0554","No conforme",0,0.902171425565832,0.179098344490906,19711,0.212953336420436,0.212974633883825
"img_0555","Conforme",1,0.950469399072984,0.117829857509644,9982,0.043274753374267,0.0432790812823952
"img_0556","No conforme",1,0.943010512013155,0.133470225031541,10626,0.0819883553362407,0.0819965549917399
"img_0557","Conforme",1,0.940793063264735,0.126748427475827,11914,0.0433083248393029,0.0433126561049134
"img_0558","No conforme",0,0.901659978170956,0.186428287018204,19153,0.229186195825818,0.229209116737491
"img_0559","Conforme",1,0.955942807617187,0.112414880938256,8845,0.0432541417432725,0.0432584675900315
"img_0560","Conforme",1,0.946690743390251,0.121528948451688,10731,0.043479738811259,0.043484087219981
"img_0561","Conforme",1,0.949130290024701,0.119218989987578,10240,0.0433875032299678,0.0433918424142093
