"anio","semestre","puntaje_final","horas_estudio","promedio_previo","genero","carrera","acceso_internet","trabaja","modalidad"
2022,"0",131.371477113316,13.6135374958247,7.89183640196121,"1","negocios","1","1","1"
2022,"0",138.869739300927,21.4562462979191,10.1642406620826,"1","ingenieria","1","1","0"
2022,"0",140.178982729924,17.0338499975817,8.69774309607011,"0","negocios","1","1","0"
2022,"0",104.615634682636,5.10515660217497,4.74545571393114,"0","ingenieria","0","0","0"
2022,"1",153.775375635726,20.1147895274474,9.54855194903556,"1","datos","1","1","0"
2022,"1",176.30316624703,18.5836909704323,8.78964148983315,"0","negocios","1","1","1"
2022,"1",161.446548998321,17.7243459995462,9.61017683625025,"0","ciencias de la computacion","0","0","0"
2022,"1",192.827326481672,25.1144002101502,11.8218303011102,"1","datos","1","0","0"
2022,"1",131.508112472266,16.626429267888,8.9295847611567,"0","negocios","1","0","0"
2022,"1",146.844018932806,16.2530331235491,8.41770578563214,"0","datos","0","0","1"
2022,"1",143.842525033177,17.3062490085118,8.26195025975779,"1","negocios","1","1","1"
2022,"1",160.555972853237,20.3592646740597,10.1539588985019,"1","negocios","0","1","1"
2022,"1",157.722775788883,20.4480342047703,9.90217145283052,"1","ingenieria","1","0","0"
2022,"1",164.248113423392,13.6085063615188,7.74662785968037,"0","ciencias de la computacion","0","0","1"
2022,"1",165.431951616932,23.2200486132363,11.1384514162237,"1","ingenieria","0","1","1"
2022,"1",129.793025127713,11.6146846279314,7.06547903778035,"1","datos","0","1","1"
2022,"1",139.04519027113,15.3991508032645,8.50416640968386,"1","ingenieria","1","1","0"
2022,"1",117.039265315059,8.27735057787264,5.84984342811577,"1","negocios","0","1","1"
2022,"1",163.487005844392,37.5323038323248,6.69008316233454,"1","ingenieria","1","1","1"
2022,"1",124.374374331369,15.0786404016509,7.44512961663606,"1","negocios","0","1","0"
2022,"1",137.694574257523,11.7264821874682,7.44353409508365,"0","datos","1","0","1"
2022,"1",113.326100333351,12.7362573879798,7.14130376605319,"0","ingenieria","1","1","1"
2022,"1",164.962111842831,19.4746038338311,9.66171640565048,"1","ingenieria","1","1","1"
2022,"1",121.800418549413,9.19972751722017,6.08644538494617,"0","ingenieria","0","1","0"
2022,"1",116.153307310389,12.1917154448253,8.26195025975779,"0","negocios","1","1","0"
2022,"1",163.607511762083,18.460179848352,9.08451034009056,"0","negocios","0","1","1"
2022,"1",102.553585447781,6.43861503326442,5.19638891747495,"1","ciencias de la computacion","1","0","0"
2022,"1",160.381026319285,18.7950898014779,9.7681042280487,"0","negocios","1","1","1"
2022,"1",137.313895726175,12.584877131557,7.58902669495163,"0","ingenieria","0","0","1"
2022,"1",171.076274158167,19.2926919059473,10.2247817785787,"0","negocios","1","1","1"
2022,"1",101.224408543259,9.08814896614643,6.07015417482011,"1","ciencias de la computacion","0","1","0"
2022,"1",139.255157840879,15.0786404016509,7.12563877598043,"0","ciencias de la computacion","0","0","0"
2022,"1",148.6670585143,14.7611845098841,8.16103001492672,"1","negocios","1","0","0"
2022,"1",116.97668035638,13.6281768856778,7.63387014515178,"0","datos","1","0","0"
2022,"1",120.812234807364,10.3875878882807,6.60543666611714,"0","negocios","1","1","1"
2022,"1",144.544693472833,16.9799433767351,8.5306832725127,"1","ingenieria","1","1","0"
2022,"1",146.437208270708,17.6986920007783,9.37705763270339,"0","datos","0","1","1"
2022,"1",167.995731281159,22.0957985444116,10.8265562874176,"0","ingenieria","0","0","1"
2022,"1",169.004751661756,20.5088018655445,9.92894865342582,"1","ciencias de la computacion","1","0","1"
2022,"1",140.430302474078,11.5766910199709,6.75508551943085,"0","ingenieria","0","0","1"
2022,"1",131.361539064201,14.5952132055632,8.18814633790772,"1","ciencias de la computacion","0","0","0"
2022,"1",160.110965439542,20.4394974165917,9.98838183444435,"1","ciencias de la computacion","1","1","0"
2022,"1",116.391227980836,8.84961500661282,8.26195025975779,"0","negocios","1","1","0"
2022,"1",143.496956918897,22.069191609737,5.46426094879148,"1","ciencias de la computacion","1","0","1"
2022,"1",144.492655557934,17.0223016204048,8.81466704767673,"0","ingenieria","1","0","1"
2022,"1",149.701293639214,10.9889891978267,7.15113048879015,"1","datos","0","0","1"
2022,"1",158.1450884204,17.4555957442243,8.94877639059593,"0","ciencias de la computacion","0","0","1"
2022,"1",177.391854587275,27.430551040136,12.5625317901534,"0","negocios","1","0","0"
2022,"1",152.642511508025,19.9008763428538,9.56425173211153,"1","negocios","0","1","1"
2022,"1",151.287470815134,15.0786404016509,9.7011755365606,"1","ciencias de la computacion","0","0","1"
2022,"1",120.105955802911,13.6544924316287,7.82976264718436,"0","ciencias de la computacion","1","0","0"
2022,"1",155.640868964082,23.0882722387911,10.5316792341057,"1","ingenieria","1","0","0"
2022,"1",99.2688613772729,8.42542875205079,5.82156348359092,"0","ciencias de la computacion","0","0","0"
2022,"1",159.407897465106,20.2816272722779,10.4844208750178,"0","ingenieria","0","1","0"
2022,"1",166.61538200042,20.9025671530267,10.5889020697349,"0","ciencias de la computacion","1","0","1"
2022,"1",111.128823072722,7.7987738278891,5.87095480574351,"1","datos","0","0","0"
2022,"1",131.22650313125,15.0786404016509,6.70376905004364,"0","negocios","1","0","0"
2022,"1",129.658492082467,8.87603564085306,6.12628437761936,"0","ciencias de la computacion","1","1","1"
2022,"1",152.615531313216,17.4420922675611,9.17030418798964,"1","negocios","0","1","1"
2022,"1",143.59331277434,19.5392499008956,9.50017518862903,"1","negocios","1","1","0"
2022,"1",124.697839345059,11.3764389473535,7.43116017428792,"0","ingenieria","0","0","0"
2022,"1",162.524132945092,21.1297571439377,10.6164739713326,"0","datos","1","1","0"
2022,"1",136.787072295052,11.4869162563477,6.82594719159347,"0","negocios","1","1","1"
2022,"1",97.7067433891643,6.65664702259765,5.23591042459644,"1","ingenieria","1","1","0"
2022,"1",131.699774108407,10.4523904649996,6.69644969701971,"0","ciencias de la computacion","0","1","1"
2022,"1",155.172150275882,19.7417815945465,9.73630463395223,"1","ingenieria","1","0","1"
2022,"1",125.174565319827,15.571573146357,7.85363109044878,"1","negocios","1","1","0"
2022,"1",134.634776586759,15.2233691641333,8.22311569959582,"0","ingenieria","0","1","1"
2022,"1",188.01087886874,52.3316810839846,9.20307232326495,"1","negocios","1","1","1"
2022,"1",104.181673882464,11.5419835606688,6.84972106547773,"1","ingenieria","0","0","1"
2022,"1",150.073987058363,20.4815562103922,9.82000029465024,"0","datos","0","0","1"
2022,"1",134.022463075515,12.0124103869657,7.30666942398089,"1","negocios","0","1","1"
2022,"1",117.952368780161,12.6039082107948,8.26195025975779,"1","negocios","1","1","0"
2022,"1",133.931789476542,10.341315040638,6.07104721423175,"1","negocios","0","1","1"
2022,"1",122.045378130951,12.3899925917597,7.18074618364491,"0","negocios","1","0","1"
2022,"1",140.794307823942,20.4840785690974,9.52204565825144,"0","negocios","0","1","0"
2022,"1",150.742397264079,19.4423020258068,9.93015263217869,"1","negocios","1","1","0"
2022,"1",123.034209629937,14.5207206384351,7.43670841529049,"0","ciencias de la computacion","0","1","0"
2022,"1",124.07121891597,11.5091602736606,8.26195025975779,"0","negocios","1","1","0"
2022,"1",146.925433305263,14.6055362111522,8.23958530170643,"0","negocios","1","0","1"
2022,"1",115.762534050376,10.174155277315,6.52858902012322,"0","negocios","0","1","0"
2022,"1",152.033298666926,13.3294798574327,7.95487761707591,"1","negocios","0","0","1"
2022,"1",124.414011684818,11.4617467451929,7.3716963430743,"1","negocios","1","0","1"
2022,"1",149.864100298109,14.0163175570162,8.0857708040379,"0","negocios","1","1","1"
2022,"1",139.667239004526,12.6649237095631,7.69789111232507,"1","negocios","1","1","0"
2022,"1",123.903413991937,13.9474705666959,7.63670240507512,"1","negocios","0","1","1"
2022,"1",149.228726506681,17.5999919840781,9.48945543682841,"1","negocios","1","1","0"
2022,"1",138.147498971681,15.0786404016509,8.69722890802538,"1","ciencias de la computacion","0","0","1"
2022,"1",127.479530038265,12.7879375353082,7.75885045387826,"0","negocios","0","0","1"
2022,"1",140.675280396844,15.0786404016509,9.48786406439387,"0","negocios","1","1","0"
2022,"1",91.0978342338952,5.44592980905064,5.35164184317875,"1","ciencias de la computacion","0","1","0"
2022,"1",142.343687047164,21.486085927285,8.26195025975779,"1","negocios","0","1","1"
2022,"1",165.169458519695,15.0786404016509,10.4448524034755,"1","datos","1","1","1"
2022,"1",139.660132648795,18.6336487324404,9.65354886372758,"0","negocios","0","0","0"
2022,"1",134.647563321756,15.0786404016509,9.14832647271815,"0","negocios","0","1","0"
2022,"1",111.183708054315,10.425938181075,6.26397966213176,"0","ingenieria","0","1","0"
2022,"1",106.796634126715,7.4901004517144,6.14615186752926,"0","negocios","0","1","0"
2022,"1",155.742757723533,20.0470143619937,9.91375658420928,"0","negocios","1","0","1"
2022,"1",148.213427428956,15.0786404016509,8.42026316514321,"0","negocios","1","0","1"
2022,"1",171.268281553586,23.7603584396822,10.7682247847505,"0","ingenieria","0","1","0"
2022,"1",108.25764369525,11.371973274179,6.89954140201703,"0","negocios","0","0","1"
2022,"1",116.335778692052,9.64703491242095,8.26195025975779,"1","datos","1","0","0"
2022,"1",134.431738444713,11.3434387829908,7.27715336512301,"1","negocios","0","1","1"
2022,"1",141.857169365184,14.1505549987694,7.80890161861953,"0","negocios","1","1","1"
2022,"1",115.541871326266,8.84342581346299,6.38891805124867,"0","ciencias de la computacion","0","0","1"
2022,"1",183.144910984846,25.1395543134918,8.26195025975779,"0","negocios","1","0","0"
2022,"1",121.911061577756,7.52625149655737,5.31454104119681,"1","datos","0","1","1"
2022,"1",104.019463535835,7.13525419335026,6.0354247301424,"1","negocios","0","1","0"
2022,"1",132.579277144091,13.4989385884545,7.26250399063574,"0","ingenieria","1","1","1"
2022,"1",128.346288029737,11.178132557091,6.43097158603424,"0","ingenieria","1","1","1"
2022,"1",124.949128877857,9.41921439119248,7.03626283478772,"0","ciencias de la computacion","1","1","1"
2022,"1",175.206817304483,27.9327323004759,12.4493829808375,"0","ciencias de la computacion","1","0","1"
2022,"1",149.415505300259,30.8667215600029,6.48943492378086,"0","datos","0","0","0"
2022,"1",173.063372374954,15.0786404016509,10.1635265187034,"0","negocios","1","1","1"
2022,"1",168.041085484768,22.1358299097834,10.6670985254535,"0","ciencias de la computacion","1","1","1"
2022,"1",140.989641835068,12.6062894433487,7.32147401825275,"0","ciencias de la computacion","0","0","1"
2022,"1",165.485450178658,18.2098050800718,9.60011880185525,"0","negocios","0","1","1"
2022,"1",105.722066471566,6.49475782569651,5.28328192112749,"0","negocios","0","1","1"
2022,"1",132.27897541024,12.9806693442811,7.53954135496207,"0","datos","0","0","0"
2022,"1",123.722128906757,12.2387038554148,7.25468603279945,"1","ingenieria","0","1","1"
2022,"1",145.857010709054,15.0786404016509,9.1082788915749,"0","ingenieria","1","0","0"
2022,"1",167.876463869947,22.0563307286068,10.6866713674481,"1","ciencias de la computacion","1","1","0"
2022,"1",129.128383315854,8.15076147274192,6.05007634165639,"1","negocios","0","0","1"
2022,"1",167.269685115539,22.4112634524904,10.8184112766505,"1","negocios","1","1","1"
2022,"1",188.744940978728,24.0278105751255,11.6192534940579,"1","ciencias de la computacion","0","0","0"
2022,"1",127.074653466362,15.0786404016509,7.69472461861867,"0","negocios","1","1","1"
2022,"1",117.15761163373,7.16191011585154,5.75561098558025,"0","negocios","1","1","1"
2022,"1",162.270280446212,17.7255240503181,9.41663482291466,"0","ciencias de la computacion","0","1","1"
2022,"1",149.057000099058,15.5137458949404,8.14165721337262,"1","negocios","1","1","1"
2022,"1",134.355807975152,11.0459214418944,6.52343664443347,"0","negocios","0","0","1"
2022,"1",185.383815309077,24.4529786571289,8.26195025975779,"1","ciencias de la computacion","1","1","1"
2022,"1",123.292107558527,11.3887766593658,6.63484822458522,"0","ingenieria","0","1","0"
2022,"1",148.89341922753,15.0786404016509,7.73397229919916,"1","ciencias de la computacion","0","1","1"
2022,"1",155.241431464697,15.0786404016509,9.50544002368473,"1","ingenieria","0","0","0"
2022,"1",104.503281902177,15.0786404016509,5.90101539679479,"0","ciencias de la computacion","1","1","1"
2022,"1",136.337745500969,22.3116003357336,10.5548132037962,"0","negocios","1","0","0"
2022,"1",167.319035049267,24.2712179789965,11.3367685214736,"0","datos","0","0","0"
2022,"1",137.454827149085,17.7678444297602,9.78005719636484,"0","ingenieria","1","0","1"
2022,"1",143.226486145035,20.8747053640814,9.82938248652177,"1","ciencias de la computacion","1","1","0"
2022,"1",128.998622099301,15.0786404016509,7.21016401643045,"1","negocios","0","1","0"
2022,"1",133.326039798782,13.5055657216878,7.31241445775342,"0","datos","1","0","1"
2022,"1",135.497739618151,17.7854038794008,9.35530213003435,"0","negocios","1","0","0"
2022,"1",141.609491482694,16.5849952472273,9.26607323941593,"1","ingenieria","1","0","1"
2022,"1",129.715508701041,10.9333905733591,7.04224831597495,"0","negocios","1","1","1"
2022,"1",153.752090054699,15.340376067547,8.26195025975779,"1","datos","0","1","1"
2022,"1",152.669860749688,21.1904145357757,10.1696519752909,"0","negocios","0","0","0"
2022,"1",126.404909155637,11.3816543871425,7.40832034728212,"0","datos","1","0","0"
2022,"1",139.495271505292,12.4898896476498,7.4162724710098,"1","ciencias de la computacion","0","1","1"
2022,"1",128.465590812015,9.50032991230704,6.68185238036158,"1","ingenieria","0","1","1"
2022,"1",153.905551445829,18.7762742300037,9.76761856671851,"0","negocios","1","0","1"
2022,"1",127.225399554256,10.941515626009,6.7170098019923,"1","datos","0","0","1"
2022,"1",168.163868235472,53.7081520664153,9.41071804406484,"0","ciencias de la computacion","0","0","1"
2022,"1",126.632366019936,10.1692075388782,6.56409462934488,"1","negocios","0","1","1"
2022,"1",128.670235604821,9.89118216699102,6.64867461830271,"0","ciencias de la computacion","0","0","0"
2022,"1",146.535988578641,14.574048246739,7.48223963744033,"0","ciencias de la computacion","1","1","0"
2022,"1",111.84184896907,8.82619129194269,5.967803714851,"0","ingenieria","1","0","0"
2022,"1",165.02358812317,22.3149804281481,10.4045921990532,"0","ingenieria","1","0","0"
2022,"1",152.651785183908,16.4378332164066,8.86544107779067,"0","negocios","0","0","1"
2022,"1",115.412026616016,13.3597466447069,7.35235671908176,"1","datos","0","0","1"
2022,"1",110.524437727562,7.97952122861226,5.43938897759808,"0","negocios","1","0","1"
2022,"1",100.923008699314,3.09953130264099,3.94757893194253,"0","negocios","0","1","1"
2022,"1",158.461045628841,22.4446175146809,10.6511589362365,"0","datos","1","1","1"
2022,"1",182.184091075153,24.0213207800501,11.2528762837482,"0","negocios","1","0","1"
2023,"0",148.483435926264,18.2770585425157,9.21694984268047,"1","ingenieria","1","0","0"
2023,"0",116.081794154117,8.0556510980903,6.00770944715185,"0","ciencias de la computacion","0","0","1"
2023,"0",142.165193908224,14.2384776535854,8.29475604043276,"1","datos","1","0","0"
2023,"0",154.421273285676,20.9497817040215,10.321881406961,"0","ingenieria","1","1","1"
2023,"0",133.18387332037,9.53853728688523,6.45672461550117,"1","negocios","1","1","1"
2023,"0",172.380434100607,23.9194247034436,11.1429251644769,"0","ingenieria","0","0","1"
2023,"0",154.44196493414,16.1728634932791,8.47394840911391,"0","datos","1","1","1"
2023,"0",150.271955826885,14.1776386873898,7.73514669547992,"1","datos","1","1","1"
2023,"0",139.365953693984,16.069749087093,8.34168213694583,"0","negocios","0","0","1"
2023,"0",118.460554731579,14.471253349029,8.00123117083927,"0","negocios","0","1","1"
2023,"0",142.445904042622,18.2092030805898,9.14043613865913,"0","negocios","1","0","0"
2023,"0",120.480002410686,14.6293029685248,8.14949139578882,"0","negocios","1","0","1"
2023,"0",195.945312718295,62.763533133209,10.2628104217648,"1","ciencias de la computacion","1","1","0"
2023,"0",141.984971468959,14.9888051357584,8.14785307080118,"0","ingenieria","1","0","0"
2023,"0",126.823529645491,10.502787031315,6.8535978313958,"0","negocios","1","0","1"
2023,"0",150.86587550633,17.0906957123429,9.47642888487018,"1","ciencias de la computacion","0","0","1"
2023,"0",160.7785205264,21.8156275415037,10.1006275588628,"0","ciencias de la computacion","0","0","0"
2023,"0",153.116548867595,17.9486203763882,9.01107595647052,"0","negocios","0","0","1"
2023,"0",160.233128872829,21.3140044884949,10.2772197873616,"0","negocios","1","0","1"
2023,"0",121.174167393192,11.0368511659404,6.45975790091085,"0","negocios","0","0","1"
2023,"0",135.615193081547,15.555282432444,8.73438847907724,"1","ingenieria","1","0","0"
2023,"0",132.54729231297,15.0786404016509,9.51251647617879,"1","ingenieria","1","0","0"
2023,"0",145.508011655833,19.1291217662967,9.88880042660002,"1","negocios","1","0","0"
2023,"0",196.110684054946,55.0230178393574,9.29053941955642,"0","negocios","0","0","1"
2023,"0",126.125303021395,16.2143732584579,8.87056875681042,"0","datos","0","1","0"
2023,"0",106.406917922331,11.7217374087632,6.89584467655268,"0","negocios","0","1","0"
2023,"0",147.421066230642,14.5718086630037,8.2044363042661,"1","negocios","1","1","1"
2023,"0",142.797742986261,15.7979163221149,8.55936533871062,"1","datos","1","0","1"
2023,"0",161.341747531149,19.0521882393929,10.1067510152207,"0","negocios","0","0","0"
2023,"0",96.2432311018589,5.02965019701097,4.62747604067325,"0","negocios","1","1","0"
2023,"0",112.968812037141,9.30395691234299,6.64109187071785,"0","negocios","0","1","0"
2023,"0",155.148906087363,15.0786404016509,9.57875324891315,"1","ingenieria","0","0","1"
2023,"0",113.828235254895,12.1207814157121,6.80434551311846,"0","datos","0","0","0"
2023,"0",129.817129124733,9.65214545508949,8.26195025975779,"0","negocios","1","0","0"
2023,"0",118.314962900682,9.24926570937834,6.20789284148146,"1","negocios","1","0","1"
2023,"0",121.309692299317,9.87528835670194,6.08169116201113,"1","datos","1","0","1"
2023,"0",144.876137220788,10.0625933615025,6.48877305163105,"1","ingenieria","0","0","1"
2023,"0",115.780862665499,8.06539941741697,5.61088964336937,"0","negocios","1","0","1"
2023,"0",132.859402058228,15.2594722671256,8.63365608363889,"1","negocios","1","1","1"
2023,"0",122.306527003867,12.6414604404667,7.51250141003474,"1","ciencias de la computacion","1","0","0"
2023,"0",114.974774828318,15.0786404016509,6.66695368842889,"1","negocios","0","1","1"
2023,"0",126.229942793159,13.0976101421685,7.44004124141734,"1","ciencias de la computacion","0","1","1"
2023,"0",152.707949240231,16.4219180524947,8.88065978593068,"1","negocios","0","1","1"
2023,"0",106.189059782338,9.01374153317164,5.60765135616713,"1","negocios","0","0","0"
2023,"0",119.754295083815,11.3715587195579,8.26195025975779,"0","negocios","1","0","1"
2023,"0",125.431229653031,12.3670097115057,7.05127402904596,"0","datos","0","0","1"
2023,"0",125.987078315003,11.1912221015489,6.7706856810563,"0","datos","1","0","0"
2023,"0",117.782438669612,15.0786404016509,6.29328383972933,"1","negocios","0","0","0"
2023,"0",134.651342062273,17.3794498892143,8.89765001213125,"0","ingenieria","0","1","0"
2023,"0",168.362181696776,20.0862641177355,10.9394752148897,"0","negocios","1","0","1"
2023,"0",113.276035043426,8.86395538551504,5.80416291431916,"1","datos","0","1","0"
2023,"0",115.053035263638,12.1351209577722,7.384545753239,"1","negocios","1","1","0"
2023,"0",135.957981977798,12.1396871619842,6.7995495253218,"1","negocios","0","0","1"
2023,"0",143.381613026325,17.2311879445347,8.26195025975779,"0","negocios","1","1","1"
2023,"0",130.152972839677,13.9000512221434,8.45101088747878,"1","negocios","1","0","0"
2023,"0",119.954290636153,15.0786404016509,7.96974085429363,"0","ciencias de la computacion","0","0","1"
2023,"0",86.2716499343991,15.0786404016509,4.30898680218283,"0","datos","1","0","0"
2023,"0",128.974852022411,12.2105635680413,7.71588448731757,"1","ciencias de la computacion","1","1","1"
2023,"0",133.90929429302,8.36559833280767,5.62986622110845,"0","negocios","1","0","1"
2023,"0",133.723729827307,16.4333214893895,8.14742577227399,"1","datos","1","0","0"
2023,"0",141.028574221028,14.7982809149527,7.86285327655828,"0","negocios","1","1","0"
2023,"0",138.591353099658,12.0077117250628,7.51599572283784,"1","ingenieria","1","0","1"
2023,"0",145.048234743483,18.9735856827532,9.20748937425834,"0","negocios","1","1","1"
2023,"0",101.146863135569,1.70992843470268,3.76479232243698,"0","ingenieria","1","1","1"
2023,"0",141.085072500971,12.8284233179758,7.3092975697814,"1","ingenieria","1","1","1"
2023,"0",146.964268270321,18.3108886625312,9.62648793589388,"1","datos","0","1","0"
2023,"0",136.622227561961,14.5814362569682,8.1689224086903,"1","negocios","1","0","1"
2023,"0",151.903782507579,17.2551579416128,8.9153185442438,"1","negocios","0","1","1"
2023,"0",144.591375584988,19.6134598691736,9.15634312538065,"1","ingenieria","0","0","1"
2023,"0",190.364256100008,55.6281787657827,10.0195886009718,"1","negocios","0","1","1"
2023,"0",144.293411952231,17.8981078830696,9.24397955232735,"0","datos","0","1","1"
2023,"0",158.363659181286,18.1469144430289,9.64602359455474,"0","ciencias de la computacion","1","1","1"
2023,"0",91.0223608834004,4.96764603920136,4.198097635046,"1","ingenieria","0","1","0"
2023,"0",164.509904029075,15.4282101947089,8.44019400032815,"0","datos","1","0","1"
2023,"0",142.255683622467,16.4205353528272,8.83247388081341,"1","ciencias de la computacion","0","1","0"
2023,"0",133.316019929393,14.6544524960175,8.52101170861974,"0","negocios","1","0","1"
2023,"0",109.463373286136,5.72991523881745,4.14785796219045,"1","ingenieria","1","1","1"
2023,"0",125.202870784791,10.166921229957,6.75589603485296,"1","ciencias de la computacion","1","0","1"
2023,"0",141.873740735228,10.8888599021813,8.26195025975779,"0","ciencias de la computacion","0","0","0"
2023,"0",139.843166816192,19.8689719796935,9.27145657181421,"0","datos","1","0","1"
2023,"0",128.581764563036,14.0116988337754,7.71110442858074,"1","negocios","0","1","1"
2023,"0",167.552690949555,18.9574825586122,9.54310021058514,"1","negocios","0","1","1"
2023,"0",147.795021200084,15.9449461063547,8.26195025975779,"0","ingenieria","1","1","1"
2023,"0",132.350454034387,15.0786404016509,6.4901869101414,"1","ingenieria","1","0","0"
2023,"0",147.661478290145,13.6166264218694,8.05333328688546,"1","datos","0","0","0"
2023,"0",148.96202048921,16.4654602268892,8.26195025975779,"0","ciencias de la computacion","0","1","0"
2023,"0",130.085189022945,10.3276817262333,7.28092066901279,"0","negocios","1","0","1"
2023,"0",137.933892257609,17.314544141638,9.16231755128118,"0","negocios","1","1","1"
2023,"0",168.662947443119,15.0786404016509,10.2454174562713,"1","negocios","1","0","0"
2023,"0",153.695088690178,22.2619107003306,11.1547735263247,"0","ciencias de la computacion","1","1","0"
2023,"0",169.919855345603,25.0061209612868,11.427903198123,"1","datos","1","0","1"
2023,"0",129.922265258807,10.9532896587555,7.09352201538573,"0","ciencias de la computacion","1","0","1"
2023,"0",134.939561067839,12.0096199891575,6.90283368232546,"0","datos","0","0","0"
2023,"0",127.520899027082,11.7679123049488,7.41562015291179,"0","negocios","1","0","1"
2023,"0",135.840778646528,10.9644115575523,6.84291515795356,"0","negocios","1","0","1"
2023,"0",159.172692969819,15.0786404016509,9.26566896735057,"1","ingenieria","1","1","1"
2023,"0",122.309488402321,5.74885891890354,4.92680667886195,"1","ciencias de la computacion","1","0","1"
2023,"0",158.977311188886,15.0786404016509,10.7994035822866,"0","negocios","0","0","0"
2023,"0",119.203874100999,7.72493689619022,5.71461435507406,"1","datos","1","0","1"
2023,"0",111.182718675824,8.27046479118978,8.26195025975779,"0","ingenieria","0","1","0"
2023,"0",142.504456762502,15.4538625622677,8.84184241548975,"0","negocios","0","0","0"
2023,"0",109.298287478256,11.2497113576582,6.78218688223673,"0","datos","1","1","0"
2023,"0",125.69776207258,11.1002304151926,6.82669316745315,"0","datos","0","1","0"
2023,"0",154.073183638298,17.5606161011548,9.1762719914625,"0","datos","1","0","1"
2023,"0",162.152601450195,43.1297596078733,8.07399841653716,"0","negocios","1","1","0"
2023,"0",164.778611278544,15.0786404016509,10.0671676901556,"1","negocios","0","0","1"
2023,"0",154.312578699099,16.026224702071,8.19977553828269,"1","ciencias de la computacion","1","0","1"
2023,"0",160.287623475463,14.6409866695606,7.74900305854583,"0","negocios","1","1","0"
2023,"0",142.862344082595,19.7332580317275,10.3585349004587,"0","datos","1","1","0"
2023,"0",179.069681932802,25.8655297612131,11.8837535953791,"0","negocios","0","0","1"
2023,"0",106.222838541409,11.8417114741276,6.83454668903191,"0","negocios","1","0","0"
2023,"0",125.560159270486,14.8733502544341,8.47655025078025,"0","ciencias de la computacion","1","1","0"
2023,"0",150.163047543202,19.0155914492397,9.71276097163887,"0","negocios","0","1","1"
2023,"0",130.99374343692,14.7624909992974,7.77155639893594,"1","negocios","1","1","0"
2023,"0",143.593673922355,17.5654887047127,8.68189404459972,"0","ciencias de la computacion","0","1","1"
2023,"0",168.759031134433,24.26593835433,10.93974058234,"1","ingenieria","0","1","0"
2023,"0",162.907091271553,22.3429521016585,11.0564527179553,"1","negocios","1","1","1"
2023,"0",138.120433445665,15.0786404016509,7.97529279816629,"0","negocios","0","1","0"
2023,"0",135.556788504786,18.3913219312884,9.42345065206203,"0","negocios","0","0","0"
2023,"0",159.329019705174,18.0573263911412,9.34318882752197,"0","datos","0","1","1"
2023,"0",146.643089187748,14.2118161017013,7.44815691745885,"1","negocios","1","1","1"
2023,"0",121.912424647372,9.24342112997485,6.26118275688873,"1","negocios","0","1","1"
2023,"0",157.644229398935,12.9098423879575,7.61948403008454,"0","ciencias de la computacion","0","0","1"
2023,"0",149.473211696533,16.8240097051848,8.26195025975779,"1","negocios","0","0","1"
2023,"0",147.48780566207,18.6389556253949,9.76338613649601,"1","datos","0","1","1"
2023,"0",118.389903395362,12.9238444897466,7.24776639790322,"1","datos","0","1","0"
2023,"0",127.847820296644,13.8848247473601,7.56573947525382,"0","negocios","0","1","1"
2023,"0",122.435188541325,12.5341524319056,7.32443214662817,"1","ingenieria","1","0","0"
2023,"0",121.379287607396,6.22725408445896,5.2319478899046,"0","ingenieria","0","0","1"
2023,"0",114.908184894149,10.5865888895492,6.05443655163081,"0","ciencias de la computacion","0","0","1"
2023,"0",148.338932133077,15.0786404016509,8.58335019670867,"0","negocios","1","1","1"
2023,"0",150.327254246295,13.5567762205482,8.11511017072921,"0","datos","1","1","1"
2023,"0",138.909506485207,12.9692656336856,7.18576713831825,"1","ciencias de la computacion","1","0","1"
2023,"1",131.157748220372,9.61308876046719,6.79001624425179,"1","ingenieria","1","0","1"
2023,"1",152.231384767184,14.8413004274962,8.65879894749866,"0","negocios","0","0","0"
2023,"1",110.193755741719,6.72007862672919,8.26195025975779,"0","negocios","0","1","0"
2023,"1",126.539714574469,15.0020198334485,8.8250462203017,"0","negocios","1","1","0"
2023,"1",138.14457991149,19.4806465597845,10.1469536050996,"1","ciencias de la computacion","1","1","0"
2023,"1",161.050484539178,19.296147562871,9.2956765068529,"0","negocios","0","1","0"
2023,"1",154.520605903437,15.0786404016509,9.48815742877037,"1","negocios","0","1","1"
2023,"1",118.473875764889,9.79767504523793,6.44345427899023,"1","negocios","0","0","1"
2023,"1",161.268332745688,18.2086566414717,9.33335943974656,"0","negocios","1","1","1"
2023,"1",176.923788734583,28.1090318539543,12.8661718183644,"0","datos","1","1","0"
2023,"1",111.194695919516,7.71249750791395,5.56774829169338,"0","ingenieria","1","1","1"
2023,"1",173.33387794599,25.0676639366202,11.4556250207952,"1","negocios","1","0","0"
2023,"1",117.794794667002,11.2823470401714,6.07443984895354,"1","datos","1","1","1"
2023,"1",153.832834416931,18.1888856090955,8.94795565096713,"1","ingenieria","1","0","1"
2023,"1",131.432415954109,12.0113548830361,7.5083270562295,"1","ingenieria","0","0","1"
2023,"1",131.043795542419,12.2890605265023,8.26195025975779,"1","negocios","0","1","0"
2023,"1",139.524943969134,17.970579090063,9.44265013284568,"1","negocios","0","1","1"
2023,"1",116.454385104306,15.0786404016509,5.34192715924785,"1","datos","0","1","1"
2023,"1",153.13343865484,15.1941561514427,8.58324477698711,"1","negocios","1","1","1"
